Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank
"National Institute of Technology Karnataka, Surathkal","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),1083,1266
"National Institute of Technology Karnataka, Surathkal","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST (PwD),Gender-Neutral,58,58
"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,17961,24965
"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),25530,34381
"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,1208,1208
"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,4862,5306
"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),16291,16291
"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,9415,13785
"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),12311,22611
"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,753,753
"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,3774,4996
"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),9151,9151
"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1315,1381
"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,13634,18567
"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),26709,29926
"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1372,1372
"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,3203,3248
"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),5596,5596
"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,5312,7318
"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),12782,12782
"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3659,4511
"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),7281,7281
"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1589,1608
"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),1797,1797
"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,25676,31554
"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),40903,44327
"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,6145,6670
"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),22107,22107
"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,14368,15986
"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),22598,23028
"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,5200,6061
"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),11018,11018
"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1568,1832
"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,19382,23281
"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),30169,36538
"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,3780,3787
"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),6456,6456
"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,7768,8881
"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),13495,13495
"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4570,6063
"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),7646,7646
"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1093,1789
"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),2709,2709
National Institute of Technology Meghalaya,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,69624,69624
National Institute of Technology Meghalaya,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),213271,213271
National Institute of Technology Meghalaya,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1788,10089
National Institute of Technology Meghalaya,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),5926,7372
National Institute of Technology Meghalaya,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,31721,37819
National Institute of Technology Meghalaya,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),46697,47283
National Institute of Technology Meghalaya,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,11143,11317
National Institute of Technology Meghalaya,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),17854,17854
National Institute of Technology Meghalaya,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6066,6443
National Institute of Technology Meghalaya,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1464,1464
National Institute of Technology Meghalaya,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,123163,123163
National Institute of Technology Meghalaya,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),78196,78196
National Institute of Technology Meghalaya,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,23152,42574
National Institute of Technology Meghalaya,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1873,9091
National Institute of Technology Meghalaya,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),3346,5718
National Institute of Technology Meghalaya,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,11213,15916
National Institute of Technology Meghalaya,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),21480,21480
National Institute of Technology Meghalaya,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,4526,5948
National Institute of Technology Meghalaya,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),12426,12426
National Institute of Technology Meghalaya,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2835,2835
National Institute of Technology Meghalaya,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),3958,3958
National Institute of Technology Meghalaya,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,842,842
National Institute of Technology Meghalaya,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,265600,265600
National Institute of Technology Meghalaya,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),428914,428914
National Institute of Technology Meghalaya,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,42683,42683
National Institute of Technology Meghalaya,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,11246,17932
National Institute of Technology Meghalaya,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),11208,13922
National Institute of Technology Meghalaya,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,25994,27757
National Institute of Technology Meghalaya,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),36768,36768
National Institute of Technology Meghalaya,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,2208,2208
National Institute of Technology Meghalaya,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,7764,9551
National Institute of Technology Meghalaya,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),17490,17490
National Institute of Technology Meghalaya,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5430,5846
National Institute of Technology Meghalaya,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2211,2211
National Institute of Technology Meghalaya,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),2540,2540
National Institute of Technology Meghalaya,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,126276,171943
National Institute of Technology Meghalaya,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),334118,334118
National Institute of Technology Meghalaya,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,13182,21780
National Institute of Technology Meghalaya,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),19211,20242
National Institute of Technology Meghalaya,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,20164,24379
National Institute of Technology Meghalaya,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),33639,33639
National Institute of Technology Meghalaya,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1236,1236
National Institute of Technology Meghalaya,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,6866,7237
National Institute of Technology Meghalaya,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),16174,16174
National Institute of Technology Meghalaya,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4152,4152
National Institute of Technology Meghalaya,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),8409,8409
National Institute of Technology Meghalaya,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2406,2406
National Institute of Technology Meghalaya,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,147613,147613
National Institute of Technology Meghalaya,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),396058,396058
National Institute of Technology Meghalaya,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,40349,40349
National Institute of Technology Meghalaya,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,4388,18612
National Institute of Technology Meghalaya,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),12164,17768
National Institute of Technology Meghalaya,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,25980,31547
National Institute of Technology Meghalaya,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),44650,44650
National Institute of Technology Meghalaya,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,10060,10060
National Institute of Technology Meghalaya,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),18979,18979
National Institute of Technology Meghalaya,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6583,6707
National Institute of Technology Meghalaya,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),8917,8917
National Institute of Technology Meghalaya,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2505,2505
National Institute of Technology Nagaland,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1103,8152
National Institute of Technology Nagaland,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),1060,3692
National Institute of Technology Nagaland,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,37994,42476
National Institute of Technology Nagaland,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),47872,50868
National Institute of Technology Nagaland,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,7090,7207
National Institute of Technology Nagaland,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,12543,13020
National Institute of Technology Nagaland,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),19077,19077
National Institute of Technology Nagaland,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,7008,7549
National Institute of Technology Nagaland,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2509,2509
National Institute of Technology Nagaland,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2859,11156
National Institute of Technology Nagaland,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),12820,15081
National Institute of Technology Nagaland,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,18431,26488
National Institute of Technology Nagaland,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),30845,30845
National Institute of Technology Nagaland,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,4278,4456
National Institute of Technology Nagaland,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,8197,8692
National Institute of Technology Nagaland,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),15229,15229
National Institute of Technology Nagaland,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,520,520
National Institute of Technology Nagaland,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4395,5004
National Institute of Technology Nagaland,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),6466,6466
National Institute of Technology Nagaland,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1878,1878
National Institute of Technology Nagaland,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,8778,22354
National Institute of Technology Nagaland,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),9063,16858
National Institute of Technology Nagaland,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,32718,37505
National Institute of Technology Nagaland,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),42150,44314
National Institute of Technology Nagaland,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,6222,6250
National Institute of Technology Nagaland,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,11719,11918
National Institute of Technology Nagaland,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),19104,19104
National Institute of Technology Nagaland,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6882,6885
National Institute of Technology Nagaland,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),7841,7841
National Institute of Technology Nagaland,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2930,2930
National Institute of Technology Nagaland,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,7370,30063
National Institute of Technology Nagaland,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),12497,19600
National Institute of Technology Nagaland,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,26596,31679
National Institute of Technology Nagaland,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),38754,40944
National Institute of Technology Nagaland,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1730,1730
National Institute of Technology Nagaland,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,5241,5478
National Institute of Technology Nagaland,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,8959,10408
National Institute of Technology Nagaland,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),16630,16630
National Institute of Technology Nagaland,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5896,6139
National Institute of Technology Nagaland,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2642,2642
National Institute of Technology Nagaland,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,20060,20060
National Institute of Technology Nagaland,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),16334,16334
National Institute of Technology Nagaland,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,32036,39860
National Institute of Technology Nagaland,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),46825,46825
National Institute of Technology Nagaland,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,6676,6905
National Institute of Technology Nagaland,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),8361,8361
National Institute of Technology Nagaland,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,11705,12744
National Institute of Technology Nagaland,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,7332,7751
National Institute of Technology Nagaland,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),10876,10876
National Institute of Technology Nagaland,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,3001,3001
National Institute of Technology Nagaland,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),5653,5653
National Institute of Technology Nagaland,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,7076,23234
National Institute of Technology Nagaland,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),10111,32830
National Institute of Technology Nagaland,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,35489,39698
National Institute of Technology Nagaland,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),46503,48813
National Institute of Technology Nagaland,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,6543,6788
National Institute of Technology Nagaland,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,11838,12701
National Institute of Technology Nagaland,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),19300,19300
National Institute of Technology Nagaland,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5679,7514
National Institute of Technology Nagaland,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2741,2741
National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",HS,OPEN,Gender-Neutral,2113,4525
National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",HS,OPEN,Female-only (including Supernumerary),2053,3123
National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",HS,EWS,Gender-Neutral,434,464
National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",HS,OBC-NCL,Gender-Neutral,1467,1765
National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",HS,OBC-NCL,Female-only (including Supernumerary),1477,1477
National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",HS,SC,Gender-Neutral,423,905
National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",HS,SC,Female-only (including Supernumerary),590,590
National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",HS,ST,Gender-Neutral,837,887
National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",OS,OPEN,Gender-Neutral,845,1249
National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",OS,OPEN,Female-only (including Supernumerary),1116,1191
National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",OS,EWS,Gender-Neutral,152,201
National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",OS,EWS,Female-only (including Supernumerary),373,373
National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Gender-Neutral,621,670
National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Female-only (including Supernumerary),635,635
National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",OS,SC,Gender-Neutral,260,343
National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",OS,SC,Female-only (including Supernumerary),350,350
National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",OS,ST,Gender-Neutral,185,185
National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,25267,35114
National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),42590,48484
National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,752,752
National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,5811,6061
National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),8869,8869
National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,9316,10610
National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),12998,14209
National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,790,790
National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2943,6018
National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),6075,9048
National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1293,3234
National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),3179,3179
National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,22338,34320
National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),36572,41677
National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1145,1145
National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,5647,5870
National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),7604,7604
National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS (PwD),Gender-Neutral,286,286
National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,8731,10370
National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),17172,18094
National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,890,890
National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4279,5797
National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),7468,7468
National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1322,1794
National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),2677,2677
National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,5849,14912
National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),21132,29059
National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,456,479
